case:concept:name,ProductID,Quantity,OrderType,IssueDate,time:timestamp,Priority,LocationID,RouteID,Description,concept:name
2003170001,1347,1,0,2020-03-17 09:42:49,2020-03-17 12:26:09,88,2,20820,"eScentz (C-P, WH) with Personalised Text",eScentz with Packaging
2003170001,1280,1,2,2020-03-17 09:42:49,2020-03-17 12:26:09,88,2,20821,eScentz Holder (WH) with Personalised Text (BLK),"Main Driver, Assembled (MTO)"
2003170001,1203,1,2,2020-03-17 09:42:49,2020-03-17 12:26:09,88,2,20822,"Lower Casing Printed, WH",Printing of White Lower Casing
2003170001,1126,2,2,2020-03-17 09:42:49,2020-03-17 12:26:09,88,2,20823,"eScentz Cartridge, Citronella-Peppermint",Customized Cartridge
2003180001,1345,1,0,2020-03-18 15:10:52,2020-03-18 15:31:03,88,2,20824,"eScentz (L-C, WH) with Personalised Text",eScentz with Packaging
2003180001,1280,1,2,2020-03-18 15:10:52,2020-03-18 15:31:03,88,2,20825,eScentz Holder (WH) with Personalised Text (BLK),"Main Driver, Assembled (MTO)"
2003180001,1203,1,2,2020-03-18 15:10:52,2020-03-18 15:31:03,88,2,20826,"Lower Casing Printed, WH",Printing of White Lower Casing
2003180001,1124,2,2,2020-03-18 15:10:52,2020-03-18 15:31:03,88,2,20827,"eScentz Cartridge, Lavender-Citronella",Customized Cartridge
2003180002,1346,1,0,2020-03-18 16:45:44,2020-03-18 19:04:09,88,2,20828,"eScentz (C-E, WH) with Personalised Text",eScentz with Packaging
2003180002,1280,1,2,2020-03-18 16:45:44,2020-03-18 17:02:35,88,2,20829,eScentz Holder (WH) with Personalised Text (BLK),"Main Driver, Assembled (MTO)"
2003180002,1203,1,2,2020-03-18 16:45:44,2020-03-18 16:54:23,88,2,20830,"Lower Casing Printed, WH",Printing of White Lower Casing
2003180002,1125,2,2,2020-03-18 16:45:44,2020-03-18 17:06:15,88,2,20831,"eScentz Cartridge, Citronella-Eucalyptus	",Customized Cartridge
2003180003,1359,1,0,2020-03-18 17:14:30,2020-03-18 19:04:09,88,2,20832,"eScentz (E-T, WH) with Personalised Text",eScentz with Packaging
2003180003,1280,1,2,2020-03-18 17:14:30,2020-03-18 17:47:19,88,2,20833,eScentz Holder (WH) with Personalised Text (BLK),"Main Driver, Assembled (MTO)"
2003180003,1203,1,2,2020-03-18 17:14:30,2020-03-18 17:22:33,88,2,20834,"Lower Casing Printed, WH",Printing of White Lower Casing
2003180003,1137,2,2,2020-03-18 17:14:30,2020-03-18 17:49:41,88,2,20835,"eScentz Cartridge, Eucalyptus-Tea Tree",Customized Cartridge
2003180004,1345,1,0,2020-03-18 17:50:06,2020-03-18 19:04:09,88,2,20836,"eScentz (L-C, WH) with Personalised Text",eScentz with Packaging
2003180004,1280,1,2,2020-03-18 17:50:06,2020-03-18 18:55:02,88,2,20837,eScentz Holder (WH) with Personalised Text (BLK),"Main Driver, Assembled (MTO)"
2003180004,1203,1,2,2020-03-18 17:50:06,2020-03-18 18:22:19,88,2,20838,"Lower Casing Printed, WH",Printing of White Lower Casing
2003180004,1124,2,2,2020-03-18 17:50:06,2020-03-18 18:57:43,88,2,20839,"eScentz Cartridge, Lavender-Citronella",Customized Cartridge
2003190001,1347,1,0,2020-03-19 11:41:03,2020-03-19 16:48:00,88,2,20840,"eScentz (C-P, WH) with Personalised Text",eScentz with Packaging
2003190001,1280,1,2,2020-03-19 11:41:03,2020-03-19 12:21:22,88,2,20841,eScentz Holder (WH) with Personalised Text (BLK),"Main Driver, Assembled (MTO)"
2003190001,1203,1,2,2020-03-19 11:41:03,2020-03-19 11:58:48,88,2,20842,"Lower Casing Printed, WH",Printing of White Lower Casing
2003190001,1126,2,2,2020-03-19 11:41:03,2020-03-19 12:24:00,88,2,20843,"eScentz Cartridge, Citronella-Peppermint",Customized Cartridge
2003190002,1346,1,0,2020-03-19 14:02:15,2020-03-19 16:48:00,88,2,20844,"eScentz (C-E, WH) with Personalised Text",eScentz with Packaging
2003190002,1280,1,2,2020-03-19 14:02:16,2020-03-19 14:20:15,88,2,20845,eScentz Holder (WH) with Personalised Text (BLK),"Main Driver, Assembled (MTO)"
2003190002,1203,1,2,2020-03-19 14:02:16,2020-03-19 14:10:50,88,2,20846,"Lower Casing Printed, WH",Printing of White Lower Casing
2003190002,1125,2,2,2020-03-19 14:02:16,2020-03-19 14:22:38,88,2,20847,"eScentz Cartridge, Citronella-Eucalyptus	",Customized Cartridge
2003190003,1345,1,0,2020-03-19 14:19:48,2020-03-19 16:48:00,88,2,20848,"eScentz (L-C, WH) with Personalised Text",eScentz with Packaging
2003190003,1280,1,2,2020-03-19 14:19:48,2020-03-19 15:10:19,88,2,20849,eScentz Holder (WH) with Personalised Text (BLK),"Main Driver, Assembled (MTO)"
2003190003,1203,1,2,2020-03-19 14:19:48,2020-03-19 14:39:39,88,2,20850,"Lower Casing Printed, WH",Printing of White Lower Casing
2003190003,1124,2,2,2020-03-19 14:19:48,2020-03-19 15:12:55,88,2,20851,"eScentz Cartridge, Lavender-Citronella",Customized Cartridge
2003190004,1347,1,0,2020-03-19 14:59:18,2020-03-19 17:46:48,88,2,20852,"eScentz (C-P, WH) with Personalised Text",eScentz with Packaging
2003190004,1280,1,2,2020-03-19 14:59:18,2020-03-19 17:33:21,88,2,20853,eScentz Holder (WH) with Personalised Text (BLK),"Main Driver, Assembled (MTO)"
2003190004,1203,1,2,2020-03-19 14:59:18,2020-03-19 17:24:30,88,2,20854,"Lower Casing Printed, WH",Printing of White Lower Casing
2003190004,1126,2,2,2020-03-19 14:59:18,2020-03-19 17:35:50,88,2,20855,"eScentz Cartridge, Citronella-Peppermint",Customized Cartridge
2003190005,1345,1,0,2020-03-19 17:43:51,2020-03-19 18:28:29,88,2,20856,"eScentz (L-C, WH) with Personalised Text",eScentz with Packaging
2003190005,1280,1,2,2020-03-19 17:43:51,2020-03-19 18:28:29,88,2,20857,eScentz Holder (WH) with Personalised Text (BLK),"Main Driver, Assembled (MTO)"
2003190005,1203,1,2,2020-03-19 17:43:51,2020-03-19 18:23:36,88,2,20858,"Lower Casing Printed, WH",Printing of White Lower Casing
2003190005,1124,2,2,2020-03-19 17:43:51,2020-03-19 18:28:30,88,2,20859,"eScentz Cartridge, Lavender-Citronella",Customized Cartridge
2003200001,1358,1,0,2020-03-20 09:50:25,2020-03-20 13:05:07,88,2,20860,"eScentz (E-P, WH) with Personalised Text",eScentz with Packaging
2003200001,1280,1,2,2020-03-20 09:50:25,2020-03-20 11:35:35,88,2,20861,eScentz Holder (WH) with Personalised Text (BLK),"Main Driver, Assembled (MTO)"
2003200001,1203,1,2,2020-03-20 09:50:25,2020-03-20 10:03:28,88,2,20862,"Lower Casing Printed, WH",Printing of White Lower Casing
2003200001,1136,2,2,2020-03-20 09:50:25,2020-03-20 10:38:16,88,2,20863,"eScentz Cartridge, Eucalyptus-Peppermint",Customized Cartridge
2003200002,1347,1,0,2020-03-20 12:12:38,2020-03-20 15:03:15,88,2,20864,"eScentz (C-P, WH) with Personalised Text",eScentz with Packaging
2003200002,1280,1,2,2020-03-20 12:12:38,2020-03-20 12:39:07,88,2,20865,eScentz Holder (WH) with Personalised Text (BLK),"Main Driver, Assembled (MTO)"
2003200002,1203,1,2,2020-03-20 12:12:38,2020-03-20 12:30:55,88,2,20866,"Lower Casing Printed, WH",Printing of White Lower Casing
2003200002,1126,2,2,2020-03-20 12:12:38,2020-03-20 14:02:59,88,2,20867,"eScentz Cartridge, Citronella-Peppermint",Customized Cartridge
2003200003,1347,1,0,2020-03-20 13:44:38,2020-03-20 15:03:19,88,2,20868,"eScentz (C-P, WH) with Personalised Text",eScentz with Packaging
2003200003,1280,1,2,2020-03-20 13:44:38,2020-03-20 14:18:27,88,2,20869,eScentz Holder (WH) with Personalised Text (BLK),"Main Driver, Assembled (MTO)"
2003200003,1203,1,2,2020-03-20 13:44:38,2020-03-20 14:09:36,88,2,20870,"Lower Casing Printed, WH",Printing of White Lower Casing
2003200003,1126,2,2,2020-03-20 13:44:38,2020-03-20 14:20:57,88,2,20871,"eScentz Cartridge, Citronella-Peppermint",Customized Cartridge
2003200004,1346,1,0,2020-03-20 14:24:56,2020-03-20 18:07:19,88,2,20872,"eScentz (C-E, WH) with Personalised Text",eScentz with Packaging
2003200004,1280,1,2,2020-03-20 14:24:56,2020-03-20 15:12:36,88,2,20873,eScentz Holder (WH) with Personalised Text (BLK),"Main Driver, Assembled (MTO)"
2003200004,1203,1,2,2020-03-20 14:24:56,2020-03-20 14:40:39,88,2,20874,"Lower Casing Printed, WH",Printing of White Lower Casing
2003200004,1125,2,2,2020-03-20 14:24:56,2020-03-20 15:05:53,88,2,20875,"eScentz Cartridge, Citronella-Eucalyptus	",Customized Cartridge
2003200005,1358,1,0,2020-03-20 15:02:43,2020-03-20 18:07:19,88,2,20876,"eScentz (E-P, WH) with Personalised Text",eScentz with Packaging
2003200005,1280,1,2,2020-03-20 15:02:43,2020-03-20 16:30:00,88,2,20877,eScentz Holder (WH) with Personalised Text (BLK),"Main Driver, Assembled (MTO)"
2003200005,1203,1,2,2020-03-20 15:02:43,2020-03-20 15:28:19,88,2,20878,"Lower Casing Printed, WH",Printing of White Lower Casing
2003200005,1136,2,2,2020-03-20 15:02:43,2020-03-20 16:32:12,88,2,20879,"eScentz Cartridge, Eucalyptus-Peppermint",Customized Cartridge
2003200006,1347,1,0,2020-03-20 16:36:57,2020-03-20 18:57:04,88,2,20880,"eScentz (C-P, WH) with Personalised Text",eScentz with Packaging
2003200006,1280,1,2,2020-03-20 16:36:57,2020-03-20 18:57:04,88,2,20881,eScentz Holder (WH) with Personalised Text (BLK),"Main Driver, Assembled (MTO)"
2003200006,1203,1,2,2020-03-20 16:36:57,2020-03-20 16:57:30,88,2,20882,"Lower Casing Printed, WH",Printing of White Lower Casing
2003200006,1126,2,2,2020-03-20 16:36:57,2020-03-20 18:57:04,88,2,20883,"eScentz Cartridge, Citronella-Peppermint",Customized Cartridge
2003120008,1354,1,0,2020-03-24 13:14:24,2020-03-24 13:48:54,88,2,20884,"eScentz (L-T, WH) with Personalised Text",eScentz with Packaging
2003120008,1280,1,2,2020-03-24 13:14:24,2020-03-24 13:48:54,88,2,20885,eScentz Holder (WH) with Personalised Text (BLK),"Main Driver, Assembled (MTO)"
2003120008,1203,1,2,2020-03-24 13:14:24,2020-03-24 13:48:54,88,2,20886,"Lower Casing Printed, WH",Printing of White Lower Casing
2003120008,1408,2,2,2020-03-24 13:14:24,2020-03-24 13:48:54,88,2,20887,"eScentz Cartridge, Lavender-Tea Tree",Customized Cartridge
2003240001,1353,1,0,2020-03-24 14:12:05,2020-03-24 14:55:55,88,2,20888,"eScentz (L-P, WH) with Personalised Text",eScentz with Packaging
2003240001,1280,1,2,2020-03-24 14:12:05,2020-03-24 14:28:57,88,2,20889,eScentz Holder (WH) with Personalised Text (BLK),"Main Driver, Assembled (MTO)"
2003240001,1203,1,2,2020-03-24 14:12:05,2020-03-24 14:21:56,88,2,20890,"Lower Casing Printed, WH",Printing of White Lower Casing
2003240001,67,2,2,2020-03-24 14:12:05,2020-03-24 14:47:45,88,2,20891,"eScentz Cartridge, Lavender-Peppermint",Customized Cartridge
2003250001,1353,1,0,2020-03-25 09:40:26,2020-03-26 13:12:11,88,2,20892,"eScentz (L-P, WH) with Personalised Text",eScentz with Packaging
2003250001,1280,1,2,2020-03-25 09:40:26,2020-03-25 10:10:24,88,2,20893,eScentz Holder (WH) with Personalised Text (BLK),"Main Driver, Assembled (MTO)"
2003250001,1203,1,2,2020-03-25 09:40:26,2020-03-25 09:53:31,88,2,20894,"Lower Casing Printed, WH",Printing of White Lower Casing
2003250001,67,2,2,2020-03-25 09:40:26,2020-03-25 10:05:52,88,2,20895,"eScentz Cartridge, Lavender-Peppermint",Customized Cartridge
2003060001,1594,1,0,2020-03-26 14:27:44,2020-03-26 15:45:17,88,2,20896,"eScentz (L-T, GR) with Personalised Text",eScentz with Packaging
2003060001,1548,1,2,2020-03-26 14:27:44,2020-03-26 15:36:09,88,2,20897,eScentz Holder (GR) with Personalised Text (BLK),"Main Driver, Assembled (MTO) GR"
2003060001,1539,1,2,2020-03-26 14:27:44,2020-03-26 14:39:44,88,2,20898,"Lower Casing Printed, GR",Printing of Green Lower Casing
2003060001,1408,2,2,2020-03-26 14:27:44,2020-03-26 15:32:48,88,2,20899,"eScentz Cartridge, Lavender-Tea Tree",Customized Cartridge
2003260001,1625,1,0,2020-03-26 15:45:29,2020-03-27 10:16:13,88,2,20900,"eScentz (L-T, BL) with Personalised Text",eScentz with Packaging
2003260001,1547,1,2,2020-03-26 15:45:29,2020-03-26 16:44:18,88,2,20901,eScentz Holder (BL) with Personalised Text (BLK),"Main Driver, Assembled (MTO) BL"
2003260001,1538,1,2,2020-03-26 15:45:29,2020-03-26 15:55:55,88,2,20902,"Lower Casing Printed, BL",Printing of Blue Lower Casing
2003260001,1408,2,2,2020-03-26 15:45:29,2020-03-26 16:55:50,88,2,20903,"eScentz Cartridge, Lavender-Tea Tree",Customized Cartridge
2003270001,1363,1,0,2020-03-27 15:40:27,2020-03-30 10:04:56,88,2,20904,"eScentz (P-T, WH) with Personalised Text",eScentz with Packaging
2003270001,1280,1,2,2020-03-27 15:40:27,2020-03-30 10:04:56,88,2,20905,eScentz Holder (WH) with Personalised Text (BLK),"Main Driver, Assembled (MTO)"
2003270001,1203,1,2,2020-03-27 15:40:27,2020-03-27 15:47:48,88,2,20906,"Lower Casing Printed, WH",Printing of White Lower Casing
2003270001,1140,2,2,2020-03-27 15:40:28,2020-03-30 10:04:56,88,2,20907,"eScentz Cartridge, Peppermint-Tea Tree",Customized Cartridge
2003270002,1619,1,0,2020-03-27 15:40:28,2020-03-30 10:04:56,88,2,20908,"eScentz (C-P, BL) with Personalised Text",eScentz with Packaging
2003270002,1547,1,2,2020-03-27 15:40:28,2020-03-30 10:04:56,88,2,20909,eScentz Holder (BL) with Personalised Text (BLK),"Main Driver, Assembled (MTO) BL"
2003270002,1538,1,2,2020-03-27 15:40:28,2020-03-27 15:52:50,88,2,20910,"Lower Casing Printed, BL",Printing of Blue Lower Casing
2003270002,1126,2,2,2020-03-27 15:40:28,2020-03-30 10:04:56,88,2,20911,"eScentz Cartridge, Citronella-Peppermint",Customized Cartridge
2003300001,1590,1,0,2020-03-30 13:37:31,2020-03-30 14:16:15,88,2,20912,"eScentz (L-C, GR) with Personalised Text",eScentz with Packaging
2003300001,1548,1,2,2020-03-30 13:37:31,2020-03-30 14:01:17,88,2,20913,eScentz Holder (GR) with Personalised Text (BLK),"Main Driver, Assembled (MTO) GR"
2003300001,1539,1,2,2020-03-30 13:37:31,2020-03-30 13:46:46,88,2,20914,"Lower Casing Printed, GR",Printing of Green Lower Casing
2003300001,1124,2,2,2020-03-30 13:37:31,2020-03-30 14:07:23,88,2,20915,"eScentz Cartridge, Lavender-Citronella",Customized Cartridge
2003300002,1619,1,0,2020-03-30 14:23:42,2020-03-30 14:52:06,88,2,20916,"eScentz (C-P, BL) with Personalised Text",eScentz with Packaging
2003300002,1547,1,2,2020-03-30 14:23:42,2020-03-30 14:42:36,88,2,20917,eScentz Holder (BL) with Personalised Text (BLK),"Main Driver, Assembled (MTO) BL"
2003300002,1538,1,2,2020-03-30 14:23:42,2020-03-30 14:33:17,88,2,20918,"Lower Casing Printed, BL",Printing of Blue Lower Casing
2003300002,1126,2,2,2020-03-30 14:23:42,2020-03-30 14:45:10,88,2,20919,"eScentz Cartridge, Citronella-Peppermint",Customized Cartridge
2003300003,1584,1,0,2020-03-30 16:56:30,2020-03-30 17:50:28,88,2,20920,"eScentz (E-P, GR) with Personalised Text",eScentz with Packaging
2003300003,1548,1,2,2020-03-30 16:56:30,2020-03-30 17:39:17,88,2,20921,eScentz Holder (GR) with Personalised Text (BLK),"Main Driver, Assembled (MTO) GR"
2003300003,1539,1,2,2020-03-30 16:56:30,2020-03-30 17:17:18,88,2,20922,"Lower Casing Printed, GR",Printing of Green Lower Casing
2003300003,1136,2,2,2020-03-30 16:56:30,2020-03-30 17:43:24,88,2,20923,"eScentz Cartridge, Eucalyptus-Peppermint",Customized Cartridge
2003310001,1615,1,0,2020-03-31 13:36:43,2020-03-31 14:04:53,88,2,20924,"eScentz (E-T, BL) with Personalised Text",eScentz with Packaging
2003310001,1547,1,2,2020-03-31 13:36:43,2020-03-31 14:00:10,88,2,20925,eScentz Holder (BL) with Personalised Text (BLK),"Main Driver, Assembled (MTO) BL"
2003310001,1538,1,2,2020-03-31 13:36:43,2020-03-31 13:46:38,88,2,20926,"Lower Casing Printed, BL",Printing of Blue Lower Casing
2003310001,1136,2,2,2020-03-31 13:36:43,2020-03-31 14:03:26,88,2,20927,"eScentz Cartridge, Eucalyptus-Peppermint",Customized Cartridge
2003310002,1581,1,0,2020-03-31 14:15:16,2020-03-31 14:48:53,88,2,20928,"eScentz (P-T, GR) with Personalised Text",eScentz with Packaging
2003310002,1548,1,2,2020-03-31 14:15:16,2020-03-31 14:48:53,88,2,20929,eScentz Holder (GR) with Personalised Text (BLK),"Main Driver, Assembled (MTO) GR"
2003310002,1539,1,2,2020-03-31 14:15:16,2020-03-31 14:48:53,88,2,20930,"Lower Casing Printed, GR",Printing of Green Lower Casing
2003310002,1140,2,2,2020-03-31 14:15:16,2020-03-31 14:35:54,88,2,20931,"eScentz Cartridge, Peppermint-Tea Tree",Customized Cartridge
2003310003,1621,1,0,2020-03-31 14:46:37,2020-03-31 16:49:31,88,2,20932,"eScentz (L-C, BL) with Personalised Text",eScentz with Packaging
2003310003,1547,1,2,2020-03-31 14:46:37,2020-03-31 15:06:05,88,2,20933,eScentz Holder (BL) with Personalised Text (BLK),"Main Driver, Assembled (MTO) BL"
2003310003,1538,1,2,2020-03-31 14:46:37,2020-03-31 14:55:00,88,2,20934,"Lower Casing Printed, BL",Printing of Blue Lower Casing
2003310003,1124,2,2,2020-03-31 14:46:37,2020-03-31 16:49:31,88,2,20935,"eScentz Cartridge, Lavender-Citronella",Customized Cartridge
2003310004,1584,1,0,2020-03-31 16:46:02,2020-03-31 17:58:29,88,2,20936,"eScentz (E-P, GR) with Personalised Text",eScentz with Packaging
2003310004,1548,1,2,2020-03-31 16:46:02,2020-03-31 17:48:38,88,2,20937,eScentz Holder (GR) with Personalised Text (BLK),"Main Driver, Assembled (MTO) GR"
2003310004,1539,1,2,2020-03-31 16:46:02,2020-03-31 16:56:15,88,2,20938,"Lower Casing Printed, GR",Printing of Green Lower Casing
2003310004,1136,2,2,2020-03-31 16:46:02,2020-03-31 17:45:17,88,2,20939,"eScentz Cartridge, Eucalyptus-Peppermint",Customized Cartridge
2004010001,1615,1,0,2020-04-01 13:42:41,2020-04-01 14:33:35,88,2,20940,"eScentz (E-T, BL) with Personalised Text",eScentz with Packaging
2004010001,1547,1,2,2020-04-01 13:42:41,2020-04-01 14:11:20,88,2,20941,eScentz Holder (BL) with Personalised Text (BLK),"Main Driver, Assembled (MTO) BL"
2004010001,1538,1,2,2020-04-01 13:42:41,2020-04-01 14:04:40,88,2,20942,"Lower Casing Printed, BL",Printing of Blue Lower Casing
2004010001,1136,2,2,2020-04-01 13:42:41,2020-04-01 14:07:52,88,2,20943,"eScentz Cartridge, Eucalyptus-Peppermint",Customized Cartridge
2004010002,1584,1,0,2020-04-01 14:35:33,2020-04-01 15:13:25,88,2,20944,"eScentz (E-P, GR) with Personalised Text",eScentz with Packaging
2004010002,1548,1,2,2020-04-01 14:35:33,2020-04-01 14:57:22,88,2,20945,eScentz Holder (GR) with Personalised Text (BLK),"Main Driver, Assembled (MTO) GR"
2004010002,1539,1,2,2020-04-01 14:35:33,2020-04-01 14:45:48,88,2,20946,"Lower Casing Printed, GR",Printing of Green Lower Casing
2004010002,1136,2,2,2020-04-01 14:35:33,2020-04-01 14:57:12,88,2,20947,"eScentz Cartridge, Eucalyptus-Peppermint",Customized Cartridge
2004010003,1625,1,0,2020-04-01 15:16:56,2020-04-01 15:45:51,88,2,20948,"eScentz (L-T, BL) with Personalised Text",eScentz with Packaging
2004010003,1547,1,2,2020-04-01 15:16:56,2020-04-01 15:34:28,88,2,20949,eScentz Holder (BL) with Personalised Text (BLK),"Main Driver, Assembled (MTO) BL"
2004010003,1538,1,2,2020-04-01 15:16:56,2020-04-01 15:25:18,88,2,20950,"Lower Casing Printed, BL",Printing of Blue Lower Casing
2004010003,1408,2,2,2020-04-01 15:16:56,2020-04-01 15:36:58,88,2,20951,"eScentz Cartridge, Lavender-Tea Tree",Customized Cartridge
2004010004,1588,1,0,2020-04-01 16:02:00,2020-04-01 16:59:11,88,2,20952,"eScentz (C-E, GR) with Personalised Text",eScentz with Packaging
2004010004,1548,1,2,2020-04-01 16:02:00,2020-04-01 16:48:23,88,2,20953,eScentz Holder (GR) with Personalised Text (BLK),"Main Driver, Assembled (MTO) GR"
2004010004,1539,1,2,2020-04-01 16:02:00,2020-04-01 16:10:20,88,2,20954,"Lower Casing Printed, GR",Printing of Green Lower Casing
2004010004,1125,2,2,2020-04-01 16:02:00,2020-04-01 16:30:51,88,2,20955,"eScentz Cartridge, Citronella-Eucalyptus	",Customized Cartridge
2004010005,1615,1,0,2020-04-01 16:55:10,2020-04-01 17:33:24,88,2,20956,"eScentz (E-T, BL) with Personalised Text",eScentz with Packaging
2004010005,1547,1,2,2020-04-01 16:55:10,2020-04-01 17:18:28,88,2,20957,eScentz Holder (BL) with Personalised Text (BLK),"Main Driver, Assembled (MTO) BL"
2004010005,1538,1,2,2020-04-01 16:55:10,2020-04-01 17:08:19,88,2,20958,"Lower Casing Printed, BL",Printing of Blue Lower Casing
2004010005,1136,2,2,2020-04-01 16:55:10,2020-04-01 17:20:56,88,2,20959,"eScentz Cartridge, Eucalyptus-Peppermint",Customized Cartridge
